item_identifier,item_weight,item_fat_content,item_visibility,item_type,item_mrp,outlet_identifier,outlet_establishment_year,outlet_size,outlet_location_type,outlet_type
FDX14,13.1,Low Fat,0.07457713,Dairy,76.24,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDD46,6.035,Low Fat,0.142055011,Snack Foods,152.4,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDI34,10.65,Regular,0.149062064,Snack Foods,232.17,OUT019,1985,Small,Tier 1,Grocery Store
NCJ17,7.68,Low Fat,0.152527644,Health and Hygiene,85.22,OUT035,2004,Small,Tier 2,Supermarket Type1
FDB52,17.75,Low Fat,0.030429846,Dairy,257.27,OUT035,2004,Small,Tier 2,Supermarket Type1
FDV55,17.75,Low Fat,0.055297776,Fruits and Vegetables,143.74,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDC57,20.1,Regular,0.054594531,Fruits and Vegetables,191.68,OUT046,1997,Small,Tier 1,Supermarket Type1
FDB29,16.7,Regular,0.052411676,Frozen Foods,115.22,OUT046,1997,Small,Tier 1,Supermarket Type1
NCO43,5.5,Low Fat,0.047089304,Others,100.1,OUT035,2004,Small,Tier 2,Supermarket Type1
FDG44,6.13,Low Fat,0.102398197,Fruits and Vegetables,52.73,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDJ34,11.8,Regular,0.093845664,Snack Foods,126.47,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDH40,11.6,Regular,0.079052286,Frozen Foods,82.33,OUT049,1999,Medium,Tier 1,Supermarket Type1
NCD07,9.1,Low Fat,0.055160326,Household,111.95,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDB41,19,Regular,0.097863571,Frozen Foods,46.07,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDH47,13.5,Regular,0.129340955,Starchy Foods,95.71,OUT018,2009,Medium,Tier 3,Supermarket Type2
DRK37,5,low fat,0.043996354,Soft Drinks,189.35,OUT035,2004,Small,Tier 2,Supermarket Type1
FDM25,10.695,Regular,0.106217878,Breakfast,176.77,OUT019,1985,Small,Tier 1,Grocery Store
NCX06,17.6,Low Fat,0.015718858,Household,182.4,OUT045,2002,Unknown,Tier 2,Supermarket Type1
NCS05,11.5,Low Fat,0.021096732,Health and Hygiene,132.89,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDS39,6.895,Low Fat,0.022506125,Meat,142.28,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDC47,15,Low Fat,0.118314903,Snack Foods,226.57,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDG20,15.5,Regular,0.125583323,Fruits and Vegetables,178.3,OUT013,1987,High,Tier 3,Supermarket Type1
DRL23,18.35,Low Fat,0.015390879,Hard Drinks,106.19,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDY33,14.5,Regular,0.09712024,Snack Foods,158.33,OUT013,1987,High,Tier 3,Supermarket Type1
NCH18,9.3,Low Fat,0.044751804,Household,243.88,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDX47,6.55,Regular,0.0345978,Breads,155.43,OUT035,2004,Small,Tier 2,Supermarket Type1
NCB06,17.6,Low Fat,0.082499046,Health and Hygiene,159.19,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDP36,10.395,Regular,0,Baking Goods,49.6,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDW44,9.5,Regular,0.035294406,Fruits and Vegetables,172.14,OUT018,2009,Medium,Tier 3,Supermarket Type2
NCU41,18.85,Low Fat,0.052266868,Health and Hygiene,191.88,OUT018,2009,Medium,Tier 3,Supermarket Type2
NCS17,18.6,Low Fat,0.080501443,Health and Hygiene,96.24,OUT046,1997,Small,Tier 1,Supermarket Type1
FDD46,6.035,Low Fat,0.1412293,Snack Foods,155.6,OUT035,2004,Small,Tier 2,Supermarket Type1
FDE45,12.1,Low Fat,0.040585593,Fruits and Vegetables,177.5,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDI09,20.75,Regular,0.130069181,Seafood,238.99,OUT017,2007,Unknown,Tier 2,Supermarket Type1
NCJ54,9.895,Low Fat,0.100540036,Household,234.06,OUT010,1998,Unknown,Tier 3,Grocery Store
NCA29,10.5,Low Fat,0.027387523,Household,172.11,OUT018,2009,Medium,Tier 3,Supermarket Type2
NCN41,17,Low Fat,0.051956477,Health and Hygiene,122.77,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDY34,10.5,Regular,0.010979782,Snack Foods,164.28,OUT035,2004,Small,Tier 2,Supermarket Type1
NCG55,16.25,Low Fat,0.039138761,Household,116.12,OUT035,2004,Small,Tier 2,Supermarket Type1
DRM49,6.11,Regular,0.151954004,Soft Drinks,44.41,OUT046,1997,Small,Tier 1,Supermarket Type1
NCB42,11.8,Low Fat,0.008574487,Health and Hygiene,115.45,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDE58,18.5,Low Fat,0.052174319,Snack Foods,116.81,OUT045,2002,Unknown,Tier 2,Supermarket Type1
DRJ25,14.6,Low Fat,0.150442215,Soft Drinks,50.67,OUT013,1987,High,Tier 3,Supermarket Type1
FDS47,16.75,Low Fat,0.215728288,Breads,86.99,OUT010,1998,Unknown,Tier 3,Grocery Store
FDY21,15.1,Low Fat,0.173751022,Snack Foods,198.21,OUT049,1999,Medium,Tier 1,Supermarket Type1
NCI54,15.2,Low Fat,0.03357108,Household,111.19,OUT013,1987,High,Tier 3,Supermarket Type1
FDO24,11.1,Low Fat,0.177212413,Baking Goods,158.16,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDY43,14.85,Low Fat,0.098383632,Fruits and Vegetables,168.95,OUT035,2004,Small,Tier 2,Supermarket Type1
FDF35,15,Low Fat,0.154616614,Starchy Foods,106.89,OUT018,2009,Medium,Tier 3,Supermarket Type2
NCP29,8.42,Low Fat,0.196572047,Health and Hygiene,63.72,OUT019,1985,Small,Tier 1,Grocery Store
FDN28,5.88,Regular,0.030101427,Frozen Foods,101.8,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDJ50,8.645,Low Fat,0.021673936,Canned,52,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDQ14,9.27,Low Fat,0.061488083,Dairy,150.8,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDC37,15.5,Low Fat,0.032867137,Baking Goods,108.09,OUT035,2004,Small,Tier 2,Supermarket Type1
FDN08,7.72,Regular,0.088364662,Fruits and Vegetables,118.75,OUT046,1997,Small,Tier 1,Supermarket Type1
FDD04,16,Low Fat,0,Dairy,141.92,OUT035,2004,Small,Tier 2,Supermarket Type1
FDW34,9.6,Low Fat,0.035724069,Snack Foods,243.62,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDP04,15.35,Low Fat,0.013890902,Frozen Foods,65.22,OUT017,2007,Unknown,Tier 2,Supermarket Type1
NCG07,12.3,Low Fat,0.052799022,Household,187.75,OUT017,2007,Unknown,Tier 2,Supermarket Type1
NCN14,19.1,Low Fat,0.09229222,Others,184.26,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDJ16,9.195,Low Fat,0.115118638,Frozen Foods,58.12,OUT045,2002,Unknown,Tier 2,Supermarket Type1
NCM42,6.13,Low Fat,0.028378929,Household,108.89,OUT045,2002,Unknown,Tier 2,Supermarket Type1
NCF19,13,Low Fat,0.035108732,Household,49.6,OUT046,1997,Small,Tier 1,Supermarket Type1
FDY21,15.1,Low Fat,0.174187994,Snack Foods,196.91,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDY19,19.75,Low Fat,0.041357113,Fruits and Vegetables,116.15,OUT035,2004,Small,Tier 2,Supermarket Type1
FDV09,12.1,Low Fat,0.020610288,Snack Foods,149.87,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDA28,16.1,Regular,0,Frozen Foods,126.14,OUT013,1987,High,Tier 3,Supermarket Type1
FDC38,15.7,Low Fat,0.122992956,Canned,133.39,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDL28,10,Regular,0.063302674,Frozen Foods,230.37,OUT045,2002,Unknown,Tier 2,Supermarket Type1
NCH43,8.42,Low Fat,0.070678631,Household,217.02,OUT049,1999,Medium,Tier 1,Supermarket Type1
NCN53,5.175,Low Fat,0.030417024,Health and Hygiene,34.09,OUT045,2002,Unknown,Tier 2,Supermarket Type1
NCW05,20.25,Low Fat,0.148910161,Health and Hygiene,108.29,OUT017,2007,Unknown,Tier 2,Supermarket Type1
NCO30,19.5,Low Fat,0.01578895,Household,185.76,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDT04,17.25,Low Fat,0.187416266,Frozen Foods,37.58,OUT019,1985,Small,Tier 1,Grocery Store
FDB27,7.575,Low Fat,0.055615757,Dairy,196.48,OUT018,2009,Medium,Tier 3,Supermarket Type2
NCK07,10.65,Low Fat,0.048646173,Others,166.15,OUT013,1987,High,Tier 3,Supermarket Type1
NCA53,11.395,Low Fat,0,Health and Hygiene,48.5,OUT013,1987,High,Tier 3,Supermarket Type1
FDB33,17.75,Low Fat,0.014639563,Fruits and Vegetables,160.13,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDU37,9.5,Regular,0.105099347,Canned,79.3,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDR13,9.895,Regular,0.028715402,Canned,115.15,OUT035,2004,Small,Tier 2,Supermarket Type1
FDE45,12.1,Low Fat,0.04042006,Fruits and Vegetables,178,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDV37,13,Regular,0.083986263,Canned,195.94,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDX44,9.3,Low Fat,0.075228873,Fruits and Vegetables,90.02,OUT019,1985,Small,Tier 1,Grocery Store
NCL06,14.65,Low Fat,0.072474272,Household,261.46,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDJ28,12.3,Low Fat,0.021905319,Frozen Foods,190.42,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDX55,15.1,Low Fat,0.05529173,Fruits and Vegetables,218.72,OUT049,1999,Medium,Tier 1,Supermarket Type1
NCK17,11,Low Fat,0.038049213,Health and Hygiene,40.55,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDH52,9.42,Regular,0.0438948,Frozen Foods,62.22,OUT035,2004,Small,Tier 2,Supermarket Type1
FDN13,18.6,Low Fat,0.151321932,Breakfast,100.74,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDK44,16.6,Low Fat,0.122725386,Fruits and Vegetables,171.77,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDU16,19.25,Regular,0.058275104,Frozen Foods,82.19,OUT046,1997,Small,Tier 1,Supermarket Type1
FDZ07,15.1,Regular,0.094422403,Fruits and Vegetables,59.92,OUT017,2007,Unknown,Tier 2,Supermarket Type1
NCN06,8.39,Low Fat,0.119913753,Household,164.59,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDH02,7.27,Regular,0.034783374,Canned,90.55,OUT010,1998,Unknown,Tier 3,Grocery Store
NCW18,15.1,Low Fat,0,Household,235.52,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDH57,10.895,Low Fat,0.035717774,Fruits and Vegetables,129.93,OUT013,1987,High,Tier 3,Supermarket Type1
FDV35,19.5,Low Fat,0.128466007,Breads,155.23,OUT045,2002,Unknown,Tier 2,Supermarket Type1
NCU29,7.685,Low Fat,0.025456246,Health and Hygiene,144.88,OUT013,1987,High,Tier 3,Supermarket Type1
NCP02,7.105,low fat,0.044808762,Household,58.76,OUT046,1997,Small,Tier 1,Supermarket Type1
FDN44,13.15,Low Fat,0.022776641,Fruits and Vegetables,160.89,OUT013,1987,High,Tier 3,Supermarket Type1
FDX03,15.85,Regular,0.061344855,Meat,44.27,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDR11,10.5,Regular,0.238579765,Breads,158.56,OUT010,1998,Unknown,Tier 3,Grocery Store
FDA36,5.985,Low Fat,0.005666384,Baking Goods,184.39,OUT046,1997,Small,Tier 1,Supermarket Type1
FDP58,11.1,Low Fat,0.134487886,Snack Foods,217.35,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDH31,12,Regular,0.02045255,Meat,97.5,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDH34,8.63,Low Fat,0.031089367,Snack Foods,187.16,OUT035,2004,Small,Tier 2,Supermarket Type1
FDS13,6.465,Low Fat,0.124482575,Canned,263.59,OUT035,2004,Small,Tier 2,Supermarket Type1
FDT01,13.65,Regular,0,Canned,212.79,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDY09,15.6,Low Fat,0.025239329,Snack Foods,176.21,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDV33,9.6,Regular,0.027211198,Snack Foods,257.53,OUT027,1985,Medium,Tier 3,Supermarket Type3
NCW29,14,Low Fat,0.048310673,Health and Hygiene,128.43,OUT010,1998,Unknown,Tier 3,Grocery Store
NCN17,11,Low Fat,0,Health and Hygiene,100.64,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDX01,10.1,Low Fat,0.024164336,Canned,117.72,OUT046,1997,Small,Tier 1,Supermarket Type1
FDL03,19.25,Regular,0,Meat,196.21,OUT049,1999,Medium,Tier 1,Supermarket Type1
DRL59,16.75,Low Fat,0.021257124,Hard Drinks,54.53,OUT049,1999,Medium,Tier 1,Supermarket Type1
DRM11,6.57,Low Fat,0.065749633,Hard Drinks,261.83,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDA43,10.895,Low Fat,0.064776303,Fruits and Vegetables,196.88,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDZ56,16.25,low fat,0.043078428,Fruits and Vegetables,169.55,OUT010,1998,Unknown,Tier 3,Grocery Store
FDI44,16.1,Low Fat,0.100641176,Fruits and Vegetables,77.63,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDB50,13,Low Fat,0.153490728,Canned,79.2,OUT013,1987,High,Tier 3,Supermarket Type1
FDU15,13.65,Regular,0.046576823,Meat,34.55,OUT019,1985,Small,Tier 1,Grocery Store
NCJ19,18.6,Low Fat,0,Others,56.76,OUT019,1985,Small,Tier 1,Grocery Store
FDD48,10.395,Low Fat,0.030133592,Baking Goods,115.12,OUT013,1987,High,Tier 3,Supermarket Type1
NCW42,18.2,Low Fat,0.058457925,Household,221.45,OUT035,2004,Small,Tier 2,Supermarket Type1
FDL24,10.3,Regular,0.025037414,Baking Goods,173.64,OUT017,2007,Unknown,Tier 2,Supermarket Type1
NCB30,14.6,Low Fat,0.025681604,Household,197.71,OUT013,1987,High,Tier 3,Supermarket Type1
FDK25,11.6,Regular,0.156701315,Breakfast,168.95,OUT013,1987,High,Tier 3,Supermarket Type1
FDW28,18.25,Low Fat,0.088962349,Frozen Foods,195.65,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDD47,7.6,Regular,0.143216309,Starchy Foods,171.44,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDK16,9.065,Low Fat,0.20192757,Frozen Foods,93.41,OUT019,1985,Small,Tier 1,Grocery Store
FDW37,19.2,Low Fat,0.124050391,Canned,92.45,OUT046,1997,Small,Tier 1,Supermarket Type1
FDA48,12.1,Low Fat,0.114852339,Baking Goods,220.91,OUT035,2004,Small,Tier 2,Supermarket Type1
FDA14,16.1,Low Fat,0.065551931,Dairy,146.48,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDV15,10.3,Low Fat,0.146050812,Meat,102.06,OUT013,1987,High,Tier 3,Supermarket Type1
FDN22,18.85,Regular,0.1385204,Snack Foods,252.37,OUT049,1999,Medium,Tier 1,Supermarket Type1
NCD55,14,Low Fat,0.024380523,Household,41.45,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDY43,14.85,Low Fat,0.098320351,Fruits and Vegetables,167.95,OUT013,1987,High,Tier 3,Supermarket Type1
NCU05,11.8,Low Fat,0.059068474,Health and Hygiene,79.96,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDF10,15.5,Regular,0.156898705,Snack Foods,147.94,OUT035,2004,Small,Tier 2,Supermarket Type1
FDR39,20.35,Low Fat,0.084140646,Meat,184.03,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDG40,13.65,Low Fat,0.039791206,Frozen Foods,33.46,OUT013,1987,High,Tier 3,Supermarket Type1
FDZ28,20,Regular,0.090156718,Frozen Foods,127.17,OUT019,1985,Small,Tier 1,Grocery Store
FDE02,8.71,Low Fat,0.121496273,Canned,94.08,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDU60,20,Regular,0.059994175,Baking Goods,168.71,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDM21,20.2,Low Fat,0.064310516,Snack Foods,257.36,OUT013,1987,High,Tier 3,Supermarket Type1
FDV52,20.7,Regular,0.212767095,Frozen Foods,116.75,OUT019,1985,Small,Tier 1,Grocery Store
NCW06,16.2,Low Fat,0.050298544,Household,191.82,OUT013,1987,High,Tier 3,Supermarket Type1
FDX36,9.695,Regular,0.128258986,Baking Goods,225.34,OUT035,2004,Small,Tier 2,Supermarket Type1
FDT35,19.85,Regular,0.081060928,Breads,169.28,OUT027,1985,Medium,Tier 3,Supermarket Type3
NCL19,15.35,Low Fat,0,Others,142.75,OUT010,1998,Unknown,Tier 3,Grocery Store
NCD31,12.1,Low Fat,0.015434464,Household,164.75,OUT046,1997,Small,Tier 1,Supermarket Type1
FDE53,10.895,Low Fat,0.047063689,Frozen Foods,107.23,OUT019,1985,Small,Tier 1,Grocery Store
FDW58,20.75,Low Fat,0.013224491,Snack Foods,106.46,OUT019,1985,Small,Tier 1,Grocery Store
DRF48,5.73,Low Fat,0,Soft Drinks,187.39,OUT046,1997,Small,Tier 1,Supermarket Type1
FDW57,8.31,Regular,0.115655502,Snack Foods,176,OUT035,2004,Small,Tier 2,Supermarket Type1
DRH13,8.575,Low Fat,0.024021065,Soft Drinks,106.73,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDT33,7.81,Regular,0.033962371,Snack Foods,167.82,OUT013,1987,High,Tier 3,Supermarket Type1
DRK47,7.905,Low Fat,0.063754145,Hard Drinks,226.47,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDY22,16.5,Regular,0.267339659,Snack Foods,143.51,OUT010,1998,Unknown,Tier 3,Grocery Store
FDC35,7.435,Low Fat,0.215072945,Starchy Foods,208.56,OUT019,1985,Small,Tier 1,Grocery Store
FDO03,10.395,Regular,0,Meat,228.04,OUT013,1987,High,Tier 3,Supermarket Type1
FDF24,15.5,Regular,0.02542192,Baking Goods,81.39,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDF56,16.7,Regular,0.119948864,Fruits and Vegetables,180.5,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDD28,10.695,Low Fat,0.053252515,Frozen Foods,57.29,OUT013,1987,High,Tier 3,Supermarket Type1
FDG53,10,Low Fat,0.04563487,Frozen Foods,141.72,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDO27,6.175,Regular,0.313541543,Meat,97.68,OUT019,1985,Small,Tier 1,Grocery Store
NCF54,18,Low Fat,0.047570047,Household,171.64,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDC20,10.65,Low Fat,0.023855381,Fruits and Vegetables,54.83,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDU10,10.1,Regular,0.045692023,Snack Foods,38.38,OUT046,1997,Small,Tier 1,Supermarket Type1
DRA24,19.35,Regular,0.040090887,Soft Drinks,163.69,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDA02,14,Regular,0.049749638,Dairy,144.88,OUT010,1998,Unknown,Tier 3,Grocery Store
FDG10,6.63,Regular,0.011001175,Snack Foods,57.06,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDW39,6.69,Regular,0,Meat,178.24,OUT010,1998,Unknown,Tier 3,Grocery Store
FDP04,15.35,Low Fat,0.02418438,Frozen Foods,64.22,OUT019,1985,Small,Tier 1,Grocery Store
NCM55,15.6,Low Fat,0.066670606,Others,185.29,OUT013,1987,High,Tier 3,Supermarket Type1
FDG47,12.8,Low Fat,0.069760029,Starchy Foods,260.53,OUT045,2002,Unknown,Tier 2,Supermarket Type1
NCU41,18.85,Low Fat,0.052349262,Health and Hygiene,192.08,OUT017,2007,Unknown,Tier 2,Supermarket Type1
NCK31,10.895,Low Fat,0.027200767,Others,51.67,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDZ46,7.485,Low Fat,0.069263905,Snack Foods,109.62,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDU13,8.355,Low Fat,0.186650368,Canned,149.14,OUT027,1985,Medium,Tier 3,Supermarket Type3
NCF19,13,Low Fat,0.035179934,Household,49.8,OUT045,2002,Unknown,Tier 2,Supermarket Type1
NCJ43,6.635,Low Fat,0.027046875,Household,172.54,OUT013,1987,High,Tier 3,Supermarket Type1
NCJ05,18.7,Low Fat,0.046181741,Health and Hygiene,153.67,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDS04,10.195,Regular,0.145952717,Frozen Foods,138.88,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDX28,6.325,Low Fat,0,Frozen Foods,100.4,OUT010,1998,Unknown,Tier 3,Grocery Store
FDB41,19,Regular,0.096841885,Frozen Foods,46.17,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDG53,10,Low Fat,0.045856934,Frozen Foods,141.82,OUT046,1997,Small,Tier 1,Supermarket Type1
FDL15,17.85,Low Fat,0.078057026,Meat,152.87,OUT010,1998,Unknown,Tier 3,Grocery Store
FDQ08,15.7,Regular,0.018959784,Fruits and Vegetables,61.05,OUT049,1999,Medium,Tier 1,Supermarket Type1
DRN36,15.2,Low Fat,0.050136086,Soft Drinks,97.08,OUT013,1987,High,Tier 3,Supermarket Type1
FDI46,9.5,Low Fat,0.0742834,Snack Foods,252.87,OUT013,1987,High,Tier 3,Supermarket Type1
FDG16,15.25,Low Fat,0.089381866,Frozen Foods,214.22,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDV32,7.785,Low Fat,0.088634567,Fruits and Vegetables,62.65,OUT013,1987,High,Tier 3,Supermarket Type1
FDF44,7.17,Regular,0.099972466,Fruits and Vegetables,132.5,OUT010,1998,Unknown,Tier 3,Grocery Store
FDK04,7.36,Low Fat,0.052525131,Frozen Foods,56.46,OUT018,2009,Medium,Tier 3,Supermarket Type2
NCA41,16.75,Low Fat,0.032559591,Health and Hygiene,193.32,OUT013,1987,High,Tier 3,Supermarket Type1
FDD51,11.15,Low Fat,0.120631213,Dairy,43.97,OUT017,2007,Unknown,Tier 2,Supermarket Type1
NCZ53,9.6,Low Fat,0.024526806,Health and Hygiene,188.52,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDP01,20.75,Regular,0.063019289,Breakfast,151.77,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDY25,12,Low Fat,0,Canned,181.4,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDB17,13.15,Low Fat,0.036821494,Frozen Foods,179.9,OUT018,2009,Medium,Tier 3,Supermarket Type2
NCV54,11.1,Low Fat,0.033243813,Household,119.31,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDJ32,10.695,Low Fat,0.05811924,Fruits and Vegetables,63.05,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDA37,7.81,Regular,0.055312618,Canned,124.7,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDG35,21.2,Regular,0.007039648,Starchy Foods,172.47,OUT035,2004,Small,Tier 2,Supermarket Type1
NCM05,6.825,Low Fat,0.060090767,Health and Hygiene,266.32,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDG45,8.1,Low Fat,0,Fruits and Vegetables,212.99,OUT046,1997,Small,Tier 1,Supermarket Type1
FDH28,15.85,Regular,0.109939432,Frozen Foods,39.25,OUT013,1987,High,Tier 3,Supermarket Type1
NCE18,10,Low Fat,0,Household,248.68,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDH38,6.425,Low Fat,0.010459399,Canned,117.68,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDR56,15.5,Regular,0.100681984,Fruits and Vegetables,198.38,OUT013,1987,High,Tier 3,Supermarket Type1
FDH17,16.2,Regular,0.016572696,Frozen Foods,96.27,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDD39,16.7,Low Fat,0.070263971,Dairy,218.38,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDB41,19,Regular,0.097464425,Frozen Foods,47.77,OUT049,1999,Medium,Tier 1,Supermarket Type1
NCR53,12.15,Low Fat,0.14504086,Health and Hygiene,224.44,OUT046,1997,Small,Tier 1,Supermarket Type1
FDX46,12.3,Regular,0.05844549,Snack Foods,57.86,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDV28,16.1,Regular,0,Frozen Foods,35.66,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDA08,11.85,Regular,0.050289178,Fruits and Vegetables,165.45,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDH45,15.1,Regular,0.106264528,Fruits and Vegetables,42.38,OUT017,2007,Unknown,Tier 2,Supermarket Type1
NCS38,8.6,Low Fat,0.150961966,Household,114.12,OUT010,1998,Unknown,Tier 3,Grocery Store
FDD40,20.25,Regular,0.024761046,Dairy,193.52,OUT010,1998,Unknown,Tier 3,Grocery Store
DRM59,5.88,Low Fat,0.003591414,Hard Drinks,153.4,OUT035,2004,Small,Tier 2,Supermarket Type1
NCJ43,6.635,Low Fat,0,Household,175.24,OUT018,2009,Medium,Tier 3,Supermarket Type2
NCN29,15.2,Low Fat,0,Health and Hygiene,50.1,OUT013,1987,High,Tier 3,Supermarket Type1
NCC19,6.57,Low Fat,0.097077051,Household,191.68,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDR56,15.5,Regular,0.100746785,Fruits and Vegetables,196.78,OUT035,2004,Small,Tier 2,Supermarket Type1
FDZ43,11,Regular,0.057147256,Fruits and Vegetables,242.25,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDJ32,10.695,Low Fat,0.096732533,Fruits and Vegetables,62.45,OUT010,1998,Unknown,Tier 3,Grocery Store
DRH03,17.25,Low Fat,0.035262656,Dairy,92.41,OUT017,2007,Unknown,Tier 2,Supermarket Type1
NCZ54,14.65,Low Fat,0.083343628,Household,163.66,OUT035,2004,Small,Tier 2,Supermarket Type1
FDE26,9.3,Low Fat,0.089509222,Canned,145.78,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDS03,7.825,Low Fat,0.079790099,Meat,63.78,OUT045,2002,Unknown,Tier 2,Supermarket Type1
DRZ24,7.535,Low Fat,0.143199389,Soft Drinks,120.14,OUT019,1985,Small,Tier 1,Grocery Store
FDO48,15,Regular,0.026710788,Baking Goods,220.45,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDW39,6.69,Regular,0.036967784,Meat,175.04,OUT049,1999,Medium,Tier 1,Supermarket Type1
NCK05,20.1,Low Fat,0,Health and Hygiene,62.65,OUT049,1999,Medium,Tier 1,Supermarket Type1
NCK30,14.85,low fat,0.061323488,Household,254.47,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDT27,11.395,Regular,0.06987064,Meat,234.96,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDS08,5.735,Low Fat,0.099731744,Fruits and Vegetables,177.94,OUT019,1985,Small,Tier 1,Grocery Store
NCJ19,18.6,Low Fat,0.118363749,Others,56.16,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDC58,10.195,Low Fat,0,Snack Foods,43.04,OUT045,2002,Unknown,Tier 2,Supermarket Type1
DRE37,13.5,Low Fat,0.094141186,Soft Drinks,188.19,OUT013,1987,High,Tier 3,Supermarket Type1
FDW02,4.805,Regular,0.037692295,Dairy,127.07,OUT035,2004,Small,Tier 2,Supermarket Type1
