customerid,registrationdate,age,gender,incomelevel,country,city,totalpurchases,averageordervalue,customerlifetimevalue,favoritecategory,secondfavoritecategory,emailengagementrate,socialmediaengagementrate,mobileappusage,customerserviceinteractions,averagesatisfactionscore,emailconversionrate,socialmediaconversionrate,searchengineconversionrate,repeatcustomer,premiummember,hasreturneditems
CUST03818,Unknown,Unknown,Unknown,Very High,Germany,Unknown,9.0,25.935972210800127,222.98343908507653,Beauty,Unknown,0.0538861489951088,0.3042852895999998,Low,2.0,8.209432787973983,0.2085865213301627,0.457934850229048,0.0964562169024685,Yes,Yes,No
Unknown,2019-12-26,40.0,Female,High,Canada,New York,3.0,704.3319462310495,2200.027972957292,Toys,Unknown,0.1468592467294174,0.2575985625839829,High,1.0,5.271823426592903,0.2523039224928292,0.3082933968853412,0.0928597802785045,Yes,No,No
CUST03820,2022-06-08,42.0,Prefer not to say,Unknown,Germany,New York,8.0,169.57081564526115,1152.0501954147812,Electronics,Electronics,0.0896156643962699,0.2533712868930856,Medium,2.0,9.810659175135164,0.4678338328268797,0.1150682349506311,0.0460153717428484,Yes,Yes,No
CUST03821,2019-01-18,46.0,Male,High,Other,Los Angeles,2.0,90.3910569836603,63.58725151360403,Clothing,Sports,0.2608320871173433,0.1881119692685098,Medium,3.0,5.203512008238802,0.3442441605584623,0.2380872723873706,0.2266980232244926,Yes,No,Yes
CUST03822,2019-06-09,23.0,Female,Unknown,Australia,Unknown,2.0,65.16618233155032,139.0608680459086,Home Goods,Clothing,0.3100855660576758,0.134050755458929,High,1.0,10.0,0.1810816513003524,0.2515414206933079,0.1786446672292526,Yes,No,Yes
CUST03823,2018-10-03,45.0,Unknown,Medium,Japan,London,9.0,42.90348461367567,387.0531984090782,Electronics,Electronics,0.3358613759534221,0.0654075457588775,Never,2.0,6.96,0.1070122466495912,0.2720326341531297,0.1416404483199012,Yes,No,No
CUST03824,2018-12-03,43.0,Male,High,Japan,Other,3.0,32.61290448447482,0.0236902664552189,Home Goods,Food,0.1706083607065932,0.3724160116343509,High,2.0,7.938536621222046,0.2913695102435643,0.0211376985585373,0.0680199332762776,Yes,Yes,No
CUST03825,2023-05-28,35.0,Prefer not to say,Unknown,USA,Paris,2.0,30.95718366009656,11.64041623855686,Electronics,Toys,0.28,0.3692557771452047,High,2.0,7.116151249356074,0.1204728238851147,0.0664984157203628,0.4749600323357502,Yes,No,No
CUST03826,Unknown,32.0,Unknown,Very High,France,Los Angeles,8.0,9.562235261844872,140.0339598633122,Electronics,Unknown,0.6000216687602171,0.2897371966610802,Low,2.0,5.087582381338216,0.1916077819881821,0.1755412510684782,0.2657818734966566,Unknown,Unknown,No
CUST03827,2020-06-29,22.0,Prefer not to say,Very High,France,Paris,1.0,40.56398892848416,147.34940300352054,Toys,Food,0.4779101094583239,0.3703268804092989,Medium,0.0,4.193936338323033,0.0514698643265129,0.1030277613812707,0.1585638217845527,No,Yes,Yes
CUST03828,2023-06-20,Unknown,Female,Very High,France,Tokyo,4.0,46.298741624209846,135.31211551687224,Clothing,Toys,0.2763518229970195,0.3559991091405241,Never,1.0,8.164049681070342,0.3665448854142031,0.1894277812334261,0.2354545779398084,Yes,No,Yes
CUST03829,2021-09-13,25.0,Prefer not to say,Very High,Germany,Los Angeles,5.0,89.63483988950823,495.099296938776,Electronics,Beauty,0.2154265878784707,0.29,Unknown,0.0,2.9662712949076626,0.084939841699604,0.1614999167452238,0.2299514472983175,Yes,No,No
CUST03830,2023-07-27,38.0,Unknown,Very High,Other,Tokyo,6.0,41.23460225981642,56.31053186645761,Sports,Clothing,0.2727916620772621,0.1305041020537286,Low,0.0,3.1452191147829907,0.0917514676901504,0.2,0.2538346012935485,Yes,No,No
CUST03831,2022-10-21,33.0,Female,Low,France,Berlin,2.0,34.05849589540378,94.4823363497028,Food,Clothing,0.3115405208958301,0.0026938162688116,Low,3.0,5.151434056446152,0.2,0.1843761838944703,0.2676117706370197,Yes,Yes,No
Unknown,2018-04-19,14.0,Unknown,High,Canada,Sydney,4.0,34.113872107921864,49.38759576278862,Toys,Unknown,0.150558256460256,0.2242642374267778,Low,2.0,8.770312396492113,0.2461764001073549,0.0490665464485233,0.0464133065801116,Yes,No,Unknown
Unknown,2018-11-24,20.0,Unknown,Unknown,USA,New York,3.0,15.882980582776888,85.77717228480373,Electronics,Food,0.4547253501099777,0.3733082407753751,Medium,1.0,4.542116336348549,0.158586878658313,0.0592756965895333,0.1787196632496467,Yes,No,No
CUST03834,Unknown,41.0,Male,Unknown,Japan,Other,5.0,72.59031200778165,355.4872459000642,Beauty,Beauty,0.1995491025608718,0.4333209583263083,Unknown,3.0,8.042676784329576,0.1554173303477431,0.101872457339397,0.1207258531195813,Yes,No,Unknown
CUST03835,2018-11-11,27.0,Other,Medium,Other,Berlin,6.0,96.58665267162742,741.4058770019919,Unknown,Clothing,0.8908215279427789,0.293757698033239,Low,5.0,5.259385626922082,0.400565126892931,0.1618551653133402,0.0123069278231396,Yes,No,Unknown
CUST03836,2021-02-08,26.0,Prefer not to say,High,Australia,Tokyo,6.0,70.16578045861316,444.07408919630166,Beauty,Home Goods,0.2781998806708045,0.2490380663390737,Unknown,2.0,7.619652386236589,0.2006398899267884,0.2019921163718022,0.1786085460735713,Yes,Unknown,No
CUST03837,2020-02-20,23.0,Prefer not to say,Low,UK,New York,5.0,111.19658522373912,800.324350917056,Books,Home Goods,0.1553601890430958,0.3498860444476596,Never,5.0,10.0,0.3057583512970931,0.173251231014624,0.1411324889662462,Yes,No,No
CUST03838,2022-03-01,24.0,Male,Low,Australia,Berlin,4.0,102.75234690572763,460.7499814887726,Unknown,Books,0.4380650377930433,0.2550566413830699,High,1.0,10.0,0.2,0.1948639751624704,0.0150574119628015,Yes,Yes,Yes
CUST03839,2018-06-05,59.0,Prefer not to say,High,Canada,Unknown,5.0,93.08991231174588,359.66623238477644,Home Goods,Books,0.5734794757321305,0.1986479018583397,High,2.0,4.469906476167862,0.3959009734364059,0.2203043047443378,0.1004631148818975,Yes,No,No
CUST03840,2022-02-05,18.0,Male,Very High,USA,London,4.0,189.22,426.5425090178449,Beauty,Food,0.2008809621395533,0.360440380181957,Low,2.0,7.325569282865849,0.3467591559195115,0.0590610203733341,0.1869319833696113,Yes,No,No
CUST03841,Unknown,57.0,Prefer not to say,Unknown,UK,Los Angeles,3.0,20.971464745468893,101.24675828343813,Beauty,Electronics,0.1665076512938475,0.1915001125225962,High,4.0,7.327723831186638,0.199873131362531,0.19445567424544,0.1629608585544771,Yes,No,Yes
CUST03842,2020-06-05,30.0,Prefer not to say,Unknown,France,New York,5.0,166.44526511428202,860.1076252756135,Sports,Home Goods,0.2309091022515332,0.2991573208086217,Unknown,2.0,6.0121580699347215,0.3941918646521912,0.1156703683759598,0.2123180125735417,Yes,No,No
CUST03843,2019-12-23,25.0,Unknown,Unknown,UK,Other,7.0,60.26764929197749,321.9648104271131,Unknown,Toys,0.140569692053719,0.1839134825637844,Never,5.0,6.96,0.1316784051900109,0.1395693419682437,0.3035804297132235,Yes,No,Yes
CUST03844,2020-07-01,40.0,Male,Very High,Other,Other,8.0,255.6368521621021,1887.189704300452,Sports,Clothing,0.5378508380531019,0.3523309567656298,Medium,1.0,9.296918128232871,0.2386736822273863,0.2016698849572782,0.3329355393603691,Yes,No,Unknown
CUST03845,2020-05-20,35.0,Prefer not to say,Unknown,Japan,Los Angeles,2.0,171.7744538122205,380.8842998856308,Unknown,Electronics,0.2282236057465708,0.1827742038882448,Medium,4.0,8.261098753756317,0.0534761913278302,0.1591402732897203,0.093348730114172,Yes,No,No
CUST03846,2018-01-13,32.0,Other,Low,Germany,Other,6.0,189.22,-43.35256915154936,Clothing,Unknown,0.1586541212408107,0.3071594572426285,High,1.0,6.96,0.3107448139198916,0.3183975818552271,0.1457427336203829,Yes,No,Yes
CUST03847,2019-05-13,38.0,Male,Very High,Unknown,London,8.0,92.09072727835984,674.533794424568,Sports,Sports,0.1764214525252411,0.1604410191112222,Unknown,0.0,6.011429072713679,0.1822259141953189,0.0506942314216295,0.1297967641582031,Yes,No,Yes
CUST03848,2022-10-23,35.0,Male,Unknown,France,Other,11.0,77.42518603537816,908.7037655166516,Home Goods,Electronics,0.4397849455083731,0.1990420811488619,Never,2.0,9.183644861304218,0.3249610065733965,0.2,0.104296050473648,Yes,No,Yes
CUST03849,2021-01-22,31.0,Male,Very High,Other,Berlin,5.0,57.00403177227765,333.2824259215636,Beauty,Clothing,0.5055569290790053,0.2475236686481481,Never,0.0,9.745829321539787,0.2397893347112605,0.1293334542146994,0.2204832359716779,Yes,No,Yes
CUST03850,2021-04-09,49.0,Unknown,Very High,France,Sydney,5.0,140.78394683434223,877.0145968486419,Unknown,Books,0.4390147689140768,0.2838841176302498,High,3.0,9.100088279834084,0.1568540276168758,0.0658199356303081,0.2758408633425702,Unknown,No,Yes
CUST03851,2023-06-28,13.0,Male,Low,Unknown,Sydney,3.0,76.80364909612018,277.23652468333665,Clothing,Food,0.3480929852361085,0.1703028854977056,Unknown,1.0,8.903194064895665,0.1054366313643456,0.2771471556022108,0.1310820437603167,Yes,Unknown,No
CUST03852,2022-07-06,21.0,Unknown,Medium,Canada,Paris,3.0,3.568403291368689,83.80227609600283,Sports,Food,0.3794471761381238,0.2604972699306553,High,0.0,6.295997577275661,0.0702675049145259,0.1617089250327258,0.1935038388392845,Yes,No,No
CUST03853,2022-05-10,23.0,Other,Medium,Australia,Tokyo,2.0,103.18672513466514,263.8507444387196,Electronics,Sports,0.4132083096312181,0.1030054776401744,Medium,2.0,9.278891225071703,0.1356871823146549,0.191788855912208,0.2293667725336294,Yes,Yes,Yes
CUST03854,2022-01-30,19.0,Female,Unknown,Japan,Los Angeles,1.0,51.65505813061085,134.62683557037855,Home Goods,Unknown,0.538456899881461,0.0887901270196777,Unknown,1.0,5.77953444102915,0.0835301435265235,0.0985987093521048,0.0843717931354826,No,No,Yes
CUST03855,2018-05-23,36.0,Unknown,High,Germany,Tokyo,2.0,177.50782359312407,396.3133152202886,Clothing,Beauty,0.2463335644814548,0.3015786286969503,High,2.0,8.374177415029296,0.1626533474825832,0.16390881215107,0.2478922430398521,Yes,No,No
CUST03856,2021-05-09,42.0,Prefer not to say,High,USA,Berlin,4.0,32.55910057802052,165.86851258515173,Food,Beauty,0.3979821605462237,0.3765441843342325,Unknown,1.0,5.416498373822846,0.4135026490166371,0.3951809631077916,0.0907803851249419,Yes,Yes,No
CUST03857,2019-07-19,5.0,Male,High,Canada,Other,5.0,64.30644780466706,392.6713814694649,Food,Beauty,0.4410376517874333,0.4627844900298335,Low,5.0,10.0,0.1397681017245163,0.2061954688122635,0.0647918417356797,Yes,Yes,Yes
CUST03858,2022-09-12,27.0,Female,Unknown,USA,Tokyo,2.0,237.4007678508666,649.6473982318211,Sports,Food,0.5768760019947244,0.378717973750816,Unknown,4.0,6.843644877867093,0.2268925648595537,0.0520379529914369,0.3207231342879767,Yes,No,No
CUST03859,2019-02-21,30.0,Unknown,Very High,Australia,New York,4.0,110.14577570684322,389.40683351962025,Unknown,Unknown,0.4304114585847509,0.393753669900275,Low,2.0,5.947188205531236,0.149531741299316,0.1250110247646502,0.1328244392150973,Yes,No,Yes
CUST03860,2023-01-23,30.0,Prefer not to say,Medium,Germany,Sydney,2.0,215.31743673807688,346.6114800628794,Unknown,Sports,0.465446379618875,0.4480936398740963,Medium,2.0,4.173115074312481,0.1430348557949794,0.1966110610615766,0.18988268927083,Yes,Yes,No
CUST03861,2022-09-14,15.0,Female,Medium,Canada,Los Angeles,5.0,33.59804547990764,308.92249697951394,Food,Food,0.2702237910928191,0.1302872698829167,Unknown,1.0,8.157050954041445,0.4453242349668697,0.1565126661648556,0.1860252446449136,Yes,No,No
CUST03862,2021-10-22,30.0,Other,Very High,USA,Sydney,7.0,34.74136718555988,297.45514015852103,Food,Electronics,0.3111748327721659,0.3835140010922789,Low,3.0,6.969648847012339,0.0344013406865242,0.2225685287214558,0.2131890919714018,Yes,No,Yes
CUST03863,2020-12-03,21.0,Unknown,Medium,Australia,Los Angeles,5.0,141.34953972047103,759.3557349664006,Toys,Food,0.0503372714640917,0.1909045981604421,Never,2.0,6.695901222459699,0.2094640893662485,0.3032082625589878,0.1446725210669334,Yes,No,Yes
CUST03864,2023-02-10,29.0,Unknown,Unknown,USA,Other,2.0,15.379552545586993,43.42137994794321,Sports,Electronics,0.0956289086669466,0.4046661144043706,Unknown,0.0,4.163526265546933,0.1491646081481109,0.0791226993438035,0.5294824822331219,Yes,No,No
CUST03865,2021-01-26,9.0,Other,High,Canada,Sydney,7.0,83.81538216364332,576.7244123710501,Beauty,Sports,0.486323559365478,0.0442238691378649,Unknown,5.0,6.460304609788313,0.0677263980902367,0.2185737389274422,0.2137198038383632,Yes,No,No
CUST03866,2021-07-12,30.0,Unknown,High,France,Other,15.0,40.45088582366205,672.92,Clothing,Beauty,0.1527903576285937,0.29,Unknown,1.0,8.221155118432641,0.3052348565999681,0.0445880609311258,0.2940363852840479,Yes,No,Yes
CUST03867,2022-12-12,24.0,Male,Low,Australia,New York,4.0,61.019141061309085,116.2878967446741,Clothing,Home Goods,0.3222609962670376,0.2439226064731947,Low,1.0,4.6460008582912256,0.1239970060036357,0.1655858442333938,0.1169651977233435,Unknown,Yes,No
CUST03868,2023-12-28,31.0,Unknown,Low,Other,London,4.0,78.61244132814541,326.46965341737405,Beauty,Clothing,0.1832867112728245,0.3011795524455677,Medium,1.0,3.152910979827896,0.282718118025945,0.3237548534323777,0.1374120413148555,Yes,Yes,No
Unknown,2022-02-13,39.0,Male,Medium,Australia,Berlin,4.0,60.67659515305698,231.0839418090909,Sports,Toys,0.2633573781954065,0.2697533279580811,Never,2.0,6.715004140916001,0.1855124831267904,0.3391137443278484,0.3718747960935796,Yes,No,No
CUST03870,2020-10-13,34.0,Unknown,High,UK,Tokyo,15.0,167.59830670282656,672.92,Home Goods,Books,0.0886148850090661,0.5646687915795308,Medium,1.0,7.020727643824842,0.2910424286123052,0.1306205191526941,0.1896806771352456,Yes,No,No
CUST03871,2020-08-10,46.0,Prefer not to say,Low,France,Tokyo,6.0,32.31458695159203,61.31024491056979,Clothing,Beauty,0.4639072221375617,0.4950064276367334,Unknown,3.0,6.928455363039618,0.3506358284353639,0.2585550670610803,0.4880201319509046,Yes,No,No
CUST03872,2018-03-13,29.0,Prefer not to say,Low,Australia,Los Angeles,12.0,83.64508697738593,1024.8450132997862,Toys,Toys,0.28,0.2239009124845994,High,2.0,7.969964841523996,0.1802918394891505,0.3514403206933096,0.471176887547424,Yes,No,No
CUST03873,2022-08-18,44.0,Female,High,UK,Berlin,2.0,13.451550597749092,-128.26156487729315,Clothing,Unknown,0.3325861007443584,0.1631011998106666,High,4.0,7.065537284187861,0.1598307226651642,0.2542777820911919,0.1119280682766423,Yes,No,Yes
CUST03874,2021-07-15,51.0,Prefer not to say,Unknown,USA,Tokyo,3.0,69.98971594031842,-7.766610406335644,Books,Clothing,0.03081589893351,0.217177974779676,Never,3.0,7.361284475008379,0.2,0.2712762794109791,0.1634040404329857,Yes,Yes,No
CUST03875,2021-09-06,39.0,Other,Very High,Canada,Paris,3.0,43.56092453261213,162.83257451889554,Clothing,Unknown,0.1391289908237724,0.0796595256731279,Medium,0.0,7.404391282726626,0.259937872223675,0.2202194239111443,0.1461775044882585,Yes,No,No
CUST03876,2023-11-25,34.0,Female,Very High,Australia,Berlin,6.0,61.38316753764557,391.72117421314,Books,Unknown,0.1319963627725651,0.2218148751629112,High,2.0,5.197486118372871,0.1446055153189903,0.2,0.2327850041478441,Yes,Yes,Yes
CUST03877,2020-06-01,41.0,Prefer not to say,High,Unknown,Berlin,10.0,46.336784906892944,342.3710339836946,Sports,Unknown,0.2191054859921047,0.7095680362220216,Unknown,2.0,7.159108392739253,0.2850515643979343,0.187609765170734,0.2527915960703256,Yes,Yes,No
CUST03878,2018-05-19,39.0,Male,High,Canada,Sydney,4.0,189.22,315.18950391380804,Unknown,Electronics,0.4487802313133592,0.0294982000986939,Medium,2.0,10.0,0.0944491922933143,0.0334165691804149,0.096973040596716,Yes,No,Unknown
Unknown,2022-02-13,50.0,Unknown,Low,France,Tokyo,6.0,76.31139179516138,510.26731028040433,Unknown,Sports,0.28,0.178973739607182,Medium,3.0,6.710051718070973,0.2318052947737812,0.310876637948737,0.0339840358691477,Yes,Unknown,No
CUST03880,2020-01-03,46.0,Prefer not to say,Unknown,UK,Sydney,1.0,130.67753711190363,109.12137341435982,Clothing,Electronics,0.28,0.2337081809186414,Never,1.0,6.2783519517493644,0.1566809936363901,0.1848363112891583,0.2447443631862916,No,No,No
CUST03881,2022-10-15,47.0,Male,Unknown,Canada,New York,2.0,52.64655757152955,672.92,Unknown,Unknown,0.0947055428486492,0.29,Never,1.0,5.759896763194053,0.3525103629985982,0.3817605752553256,0.0583799698674604,Yes,Yes,No
CUST03882,Unknown,35.0,Female,Very High,UK,Sydney,5.0,2.5522339803333955,50.9789934722851,Beauty,Toys,0.6191432196166952,0.1272139622617377,Medium,3.0,8.313218578968007,0.1413087232940748,0.3377166550179986,0.1779167516866786,Yes,No,Yes
CUST03883,2022-05-11,40.0,Unknown,Very High,France,Other,9.0,49.04159389864902,485.5014660693421,Sports,Beauty,0.1394618717208874,0.1266309060568493,Unknown,3.0,5.4569315230311926,0.4600946353548845,0.303016780959193,0.171076934684784,Yes,Yes,Yes
CUST03884,2019-01-25,39.0,Prefer not to say,High,France,Tokyo,3.0,30.39083262361584,166.10552502325135,Clothing,Home Goods,0.2956794947581034,0.1746471717697279,High,5.0,8.391509904356996,0.2203150326756848,0.1044675925613835,0.2264250483249218,Yes,No,Yes
CUST03885,2018-12-08,16.0,Female,Medium,Canada,Berlin,5.0,18.78758782938706,257.74249654240856,Sports,Electronics,0.6732584129504953,0.6488332448569246,Never,1.0,5.259976620002076,0.2830160579508117,0.0826472243320399,0.1396690284417072,Yes,No,No
CUST03886,2020-08-03,51.0,Prefer not to say,High,Other,Sydney,3.0,67.50878473289445,29.651826402595503,Sports,Unknown,0.253248534997302,0.02756056657756,Unknown,1.0,4.769554214553717,0.3799409639414927,0.1726968717389742,0.1035703497737648,Yes,Yes,No
CUST03887,2019-09-06,9.0,Female,Low,Australia,Tokyo,9.0,13.147919009833211,145.0326588605056,Electronics,Beauty,0.263805986494189,0.1589040070399756,Medium,2.0,7.384271310661969,0.3016652916456714,0.0271928566432875,0.1769673884625176,Yes,No,No
CUST03888,2019-05-08,45.0,Prefer not to say,Medium,Germany,Other,14.0,50.66714965266095,712.6688868439229,Unknown,Toys,0.4115696350168574,0.5113643330148104,Unknown,0.0,9.189316698772767,0.1955408442528036,0.1696924249884566,0.183854556811454,Yes,Unknown,No
CUST03889,2018-07-11,39.0,Male,Low,Australia,Tokyo,2.0,171.99415327881232,386.87927503004624,Beauty,Clothing,0.2131384657594907,0.4833851624645555,Low,1.0,7.292239107872186,0.1078191665310334,0.0996839439046279,0.2653067441782553,Yes,No,No
CUST03890,2019-05-14,30.0,Other,Very High,Japan,London,9.0,10.473299119862013,-113.78697635349552,Unknown,Unknown,0.3275843451885573,0.4984720146727232,Never,3.0,7.50360899197694,0.217150185860481,0.1456343423329006,0.2021152280517602,Yes,No,Yes
CUST03891,2020-04-01,40.0,Male,High,Germany,Unknown,6.0,78.37678538070374,721.8133350197131,Books,Sports,0.1997038723845322,0.29,Never,3.0,3.7285791801964936,0.0597998508834422,0.3911958884295579,0.3225698658394288,Yes,No,Yes
Unknown,2022-10-02,41.0,Unknown,High,Unknown,Berlin,4.0,131.4299989957042,593.9743300385668,Food,Beauty,0.4846228762868879,0.4725940034026993,Low,2.0,6.907542871493454,0.3269502813022247,0.2162756005746797,0.2823234056533625,Yes,No,Unknown
CUST03893,2021-06-10,15.0,Prefer not to say,Unknown,UK,Paris,1.0,189.22,42.14450505425864,Food,Home Goods,0.0234777116987923,0.2087362359965063,Medium,0.0,8.109487323844313,0.2284521039898604,0.2041867412998767,0.2035066126151009,No,No,No
CUST03894,2023-05-23,56.0,Other,Medium,Canada,Tokyo,3.0,626.5684746515642,1902.2684011664608,Beauty,Unknown,0.4040431348290105,0.471808430232377,Medium,4.0,10.0,0.1175581068835038,0.3333689177390747,0.106692300852372,Yes,No,No
CUST03895,2018-08-15,36.0,Other,Very High,USA,Berlin,4.0,46.18888936567673,68.12220773723143,Electronics,Beauty,0.2975190022317909,0.2363342431844454,Unknown,2.0,6.96,0.2459809136827214,0.1946777076710197,0.4122284095568762,Yes,Yes,Yes
CUST03896,2021-10-26,69.0,Unknown,Unknown,France,Tokyo,6.0,191.75010792726536,1188.4059867991034,Unknown,Unknown,0.3607757903737557,0.4097949506184805,High,2.0,4.175849925939708,0.2074277277799296,0.0359965561404524,0.1208629271000757,Yes,No,Unknown
CUST03897,2023-12-27,46.0,Unknown,Unknown,Australia,New York,1.0,75.21391036384085,52.22160881139786,Unknown,Electronics,0.242019039080402,0.2150857051714387,Unknown,0.0,4.315211670449769,0.0749808757906379,0.2367896936386205,0.2149735160941026,No,No,No
CUST03898,2020-03-27,35.0,Other,High,UK,Paris,16.0,34.46508977771415,672.92,Electronics,Unknown,0.5234005493886562,0.1708601854195531,Low,1.0,7.438063310019848,0.0809757667279324,0.118416145078521,0.4093822329501984,Yes,No,Yes
CUST03899,Unknown,24.0,Unknown,Unknown,France,New York,4.0,56.63401631487975,123.3093427136702,Beauty,Clothing,0.2782072201657377,0.2628126372541403,Never,2.0,4.39891950201852,0.166500404940487,0.2,0.1194262734370222,Yes,Yes,No
CUST03900,2020-12-22,33.0,Unknown,High,Unknown,Tokyo,5.0,15.747789482612644,69.06907920593999,Sports,Food,0.5156163517723222,0.4996074851975424,High,2.0,6.829978033291456,0.0905207842818861,0.0798099366672204,0.2002050229460302,Yes,No,No
CUST03901,2018-04-14,37.0,Prefer not to say,Medium,Unknown,London,3.0,274.34581280856304,845.8067606051907,Food,Clothing,0.5377509921490556,0.1464292616762092,Low,2.0,9.635868776507866,0.2,0.4940696635427818,0.4782211236774136,Yes,Yes,Yes
CUST03902,2023-02-18,56.0,Unknown,Unknown,UK,Sydney,0.0,91.30405618949072,91.89140635762492,Clothing,Food,0.1833438953505275,0.4103013435307624,Unknown,3.0,7.488828674843507,0.0673260117539829,0.1281830343684379,0.1586961666375155,No,No,No
CUST03903,2020-05-20,53.0,Female,Low,Unknown,London,3.0,34.91249154239687,109.34346243688528,Beauty,Home Goods,0.3095722685003556,0.237045406815995,Never,2.0,8.554328476228655,0.0552205303256425,0.1736992629560937,0.1257616411666399,Yes,No,No
CUST03904,2019-10-30,41.0,Other,Very High,Japan,New York,3.0,73.75847438543677,344.7596895768186,Books,Unknown,0.2338833180064452,0.375590022543355,Never,1.0,6.96,0.0898694923356315,0.1013988770579528,0.3878265691647066,Yes,No,No
CUST03905,2023-08-05,61.0,Female,Unknown,USA,Sydney,5.0,28.751018004537805,111.30033811324266,Electronics,Electronics,0.0716055882083848,0.3287256097152092,Medium,0.0,10.0,0.029805482534868,0.2,0.431253484374864,Yes,No,No
Unknown,2018-09-30,4.0,Other,High,UK,London,18.0,164.2458143716038,2952.7963130707462,Sports,Home Goods,0.1754211870550021,0.29,Medium,2.0,4.099869126193012,0.1689115101949957,0.104656892101532,0.2112771807948947,Yes,No,No
CUST03907,2020-10-26,Unknown,Other,Unknown,Germany,Tokyo,1.0,65.92927855595575,-10.429780176072526,Clothing,Clothing,0.0809630723868964,0.2229095199413683,Unknown,3.0,6.088153435686974,0.0142450979858189,0.1738028228884599,0.0737196085574979,No,No,No
CUST03908,2020-11-17,53.0,Male,Unknown,UK,Other,3.0,20.28811193444241,29.93982527207448,Beauty,Beauty,0.2377160638003652,0.3637099578731917,Unknown,0.0,5.7833810271897095,0.139496343639185,0.2165524525687753,0.1237293397774733,Yes,Yes,No
CUST03909,2022-04-23,43.0,Other,Medium,UK,New York,4.0,39.506121462726526,362.0770907615695,Food,Electronics,0.2090758019934795,0.6276123829054989,Never,2.0,7.543453364221218,0.1761002173047003,0.3211216480563116,0.0800029459262671,Yes,No,Yes
CUST03910,2018-10-20,15.0,Other,High,Canada,Sydney,4.0,79.86619110890717,271.1673319463762,Beauty,Sports,0.2575027080671986,0.1835479740090719,Medium,1.0,9.920777769479653,0.22179845722968,0.3171757066700989,0.1379766997707118,Yes,No,Yes
CUST03911,2023-10-07,55.0,Unknown,Unknown,UK,Los Angeles,3.0,18.276773858297048,-34.79396020406409,Beauty,Food,0.1456968418875754,0.2376518675944723,Unknown,4.0,7.350288102438776,0.2378991216845416,0.3151436210162637,0.0804863208229422,Yes,No,No
CUST03912,2021-07-16,46.0,Unknown,Medium,Japan,Berlin,1.0,8.06301455910162,90.03453028669458,Home Goods,Electronics,0.1669795803233418,0.6136235163443787,Never,2.0,6.96,0.1732853337162402,0.1095545306259846,0.1083145697573991,No,No,No
CUST03913,2018-11-04,40.0,Female,Medium,USA,Los Angeles,8.0,14.852285475871076,37.647402991711246,Clothing,Food,0.4953330181115109,0.2446353477901047,Unknown,3.0,8.416625838092298,0.1641688189656056,0.1622960482908255,0.0943745682032769,Yes,No,No
CUST03914,2020-09-03,36.0,Other,Medium,Other,Other,5.0,36.49298759258224,364.4572216649103,Sports,Toys,0.08110322271135,0.1622315036086276,Never,1.0,2.521567667360463,0.2637304277941391,0.2,0.1041794819046022,Yes,Yes,No
CUST03915,2021-06-05,64.0,Unknown,Unknown,Canada,London,10.0,189.22,971.6109433652616,Home Goods,Sports,0.2998596256828866,0.151499222364108,Low,2.0,6.957114412461761,0.0931230427256727,0.3627568420713177,0.4222047732439586,Yes,No,Yes
Unknown,2021-06-24,41.0,Other,High,Other,New York,2.0,98.27766776089597,672.92,Books,Unknown,0.4817674074627481,0.3440431178620154,Medium,3.0,8.956694951934935,0.1083084274125525,0.2089598397886144,0.3664977050581131,Yes,No,No
CUST03917,2022-02-26,31.0,Male,Medium,Japan,New York,5.0,163.272356377018,700.7214096834007,Unknown,Food,0.3427307341298621,0.3158281994366552,Medium,1.0,6.641487287280134,0.0797562680295853,0.3221170336458919,0.0759108354318302,Yes,No,Yes
CUST03918,2023-11-01,22.0,Female,Unknown,France,Sydney,12.0,64.2866663462716,649.7981638067959,Sports,Clothing,0.079814266411005,0.5541375790245539,Unknown,3.0,7.920159043227263,0.0726040365380766,0.284013696554022,0.3274886035310992,Yes,Yes,No
CUST03919,2021-04-24,46.0,Prefer not to say,Medium,Other,Tokyo,4.0,96.17399487382994,456.43201021033474,Books,Beauty,0.5297263146911502,0.3513399662522893,Medium,1.0,9.354824103913966,0.288998312363751,0.2447747052120706,0.1289566394405443,Yes,No,No
CUST03920,2021-10-10,49.0,Unknown,High,Germany,Other,4.0,19.759128856547363,99.93609275793592,Toys,Clothing,0.369559389165158,0.4509084775927079,Never,5.0,10.0,0.3404964985639833,0.1784203334366535,0.2110041477528283,Yes,No,No
CUST03921,2022-11-09,35.0,Prefer not to say,Very High,Germany,New York,3.0,32.82367644583504,672.92,Toys,Sports,0.2181437577387215,0.0865315287759238,Medium,0.0,6.96,0.032535649423915,0.2307413517315932,0.2562467839000659,Yes,No,No
CUST03922,2022-09-16,26.0,Unknown,Medium,Other,New York,2.0,44.92657333412,672.92,Beauty,Sports,0.6110450509271592,0.3640956144815416,Unknown,4.0,1.7056466436289712,0.4254259768966096,0.1422338955828746,0.3218733606222901,Yes,No,No
CUST03923,2023-08-05,54.0,Other,Unknown,Other,Other,4.0,54.07198327328376,379.130776281802,Electronics,Books,0.2137101175586587,0.3433908320891949,Low,0.0,9.300212154217748,0.4488547574056494,0.2,0.0655880102122619,Yes,No,Yes
